	time	count	temp_real	temp_feel_like	humidity_percent	wind_speed_KPH	weather	is_holiday	is_weekend	season
46	1/5/2015 22:00	324	9	7.5	0.71	10	Cloudy	0	0	Winter
47	1/5/2015 23:00	192	8.5	7.5	0.735	8	Cloudy	0	0	Winter
48	1/6/2015 0:00	91	8	6.5	0.76	8	Cloudy	0	0	Winter
49	1/6/2015 1:00	73	8	6.5	0.76	8	Cloudy	0	0	Winter
50	1/6/2015 2:00	33	8	6	0.76	11	Cloudy	0	0	Winter
51	1/6/2015 3:00	19	8	5.5	0.76	14	Cloudy	0	0	Winter
52	1/6/2015 4:00	40	8.5	6.5	0.735	11	Cloudy	0	0	Winter
53	1/6/2015 5:00	74	8	5.5	0.82	14	Cloudy	0	0	Winter
54	1/6/2015 6:00	530	8	5	0.845	15	Broken_Clound	0	0	Winter
55	1/6/2015 7:00	1715	9	7	0.82	13	Broken_Clound	0	0	Winter
56	1/6/2015 8:00	3534	9	7	0.82	12	Rain	0	0	Winter
57	1/6/2015 9:00	1573	9	6.5	0.87	16	Rain	0	0	Winter
58	1/6/2015 10:00	635	10	7.5	0.88	19.5	Broken_Clound	0	0	Winter
59	1/6/2015 11:00	550	10	8	0.88	18	Broken_Clound	0	0	Winter
60	1/6/2015 12:00	395	11	11	0.85	19	Rain	0	0	Winter
61	1/6/2015 13:00	426	9.5	6	0.845	27.5	Broken_Clound	0	0	Winter
62	1/6/2015 14:00	579	9	6	0.71	26	Broken_Clound	0	0	Winter
63	1/6/2015 15:00	718	8	4.5	0.71	23	Scattered_Clounds	0	0	Winter
64	1/6/2015 16:00	1184	8	5	0.685	19.5	Scattered_Clounds	0	0	Winter
65	1/6/2015 17:00	2662	7.5	4	0.71	22	Clear	0	0	Winter
66	1/6/2015 18:00	2610	7	4	0.71	17.5	Clear	0	0	Winter
67	1/6/2015 19:00	1402	6	3	0.76	15	Clear	0	0	Winter
68	1/6/2015 20:00	720	5.5	2.5	0.785	15	Clear	0	0	Winter
69	1/6/2015 21:00	494	5	2	0.81	15	Clear	0	0	Winter
70	1/6/2015 22:00	344	4.5	1.5	0.81	13	Clear	0	0	Winter
71	1/6/2015 23:00	212	4	1	0.84	12	Clear	0	0	Winter
72	1/7/2015 0:00	102	4	1	0.81	12	Clear	0	0	Winter
73	1/7/2015 1:00	60	4	1	0.81	11	Clear	0	0	Winter
74	1/7/2015 2:00	33	4	1.5	0.81	10	Clear	0	0	Winter
75	1/7/2015 3:00	26	3.5	1	0.84	9	Scattered_Clounds	0	0	Winter
76	1/7/2015 4:00	33	4	1.5	0.81	10	Scattered_Clounds	0	0	Winter
77	1/7/2015 5:00	80	4	2	0.87	9	Clear	0	0	Winter
78	1/7/2015 6:00	526	5	2.5	0.81	10	Clear	0	0	Winter
79	1/7/2015 7:00	1757	5.5	2.5	0.81	13	Clear	0	0	Winter
80	1/7/2015 8:00	3618	6.5	3.5	0.81	15	Scattered_Clounds	0	0	Winter
81	1/7/2015 9:00	1714	8	5	0.76	19	Broken_Clound	0	0	Winter
82	1/7/2015 10:00	763	8	5	0.82	19.5	Scattered_Clounds	0	0	Winter
83	1/7/2015 11:00	690	9	6	0.76	21	Scattered_Clounds	0	0	Winter
84	1/7/2015 12:00	913	9	5.5	0.76	27	Scattered_Clounds	0	0	Winter
85	1/7/2015 13:00	982	9.5	6	0.715	28	Scattered_Clounds	0	0	Winter
86	1/7/2015 14:00	783	10	6.5	0.62	28.5	Scattered_Clounds	0	0	Winter
87	1/7/2015 15:00	794	9	6	0.685	25	Scattered_Clounds	0	0	Winter
88	1/7/2015 16:00	1171	9	6	0.76	25	Broken_Clound	0	0	Winter
89	1/7/2015 17:00	2647	9.5	6.5	0.715	24	Broken_Clound	0	0	Winter
90	1/7/2015 18:00	2579	10	7	0.71	30	Broken_Clound	0	0	Winter
91	1/7/2015 20:00	657	10	6.5	0.79	30.5	Broken_Clound	0	0	Winter
92	1/7/2015 21:00	516	10	7	0.82	27	Rain	0	0	Winter
93	1/7/2015 22:00	414	10	7	0.82	27	Rain	0	0	Winter
94	1/7/2015 23:00	206	10	7	0.85	24	Rain	0	0	Winter
95	1/8/2015 0:00	123	11	11	0.82	26	Cloudy	0	0	Winter
96	1/8/2015 1:00	56	11.5	11.5	0.85	24	Broken_Clound	0	0	Winter
97	1/8/2015 2:00	51	12	12	0.82	25	Broken_Clound	0	0	Winter
98	1/8/2015 3:00	33	12	12	0.85	22	Broken_Clound	0	0	Winter
99	1/8/2015 4:00	32	12	12	0.88	20.5	Rain	0	0	Winter
100	1/8/2015 5:00	87	12	12	0.8	20.5	Rain	0	0	Winter
101	1/8/2015 6:00	511	11.5	11.5	0.745	17	Broken_Clound	0	0	Winter
102	1/8/2015 7:00	982	10.5	9.5	0.825	17	Rain	0	0	Winter
103	1/8/2015 8:00	1228	9.5	7.5	0.875	14	Rain	0	0	Winter
104	1/8/2015 9:00	573	9	7	0.87	13	Rain	0	0	Winter
105	1/8/2015 10:00	185	9	7	0.87	14	Rain	0	0	Winter
106	1/8/2015 11:00	193	9	6	0.82	20.5	Rain	0	0	Winter
107	1/8/2015 12:00	522	9	6.5	0.845	17	Scattered_Clounds	0	0	Winter
108	1/8/2015 13:00	672	9	5.5	0.79	27	Scattered_Clounds	0	0	Winter
109	1/8/2015 14:00	761	10	7	0.71	22	Scattered_Clounds	0	0	Winter
110	1/8/2015 15:00	781	9	6	0.71	22	Scattered_Clounds	0	0	Winter
111	1/8/2015 16:00	1212	9	6	0.71	19.5	Scattered_Clounds	0	0	Winter
112	1/8/2015 17:00	2351	9	6	0.76	22	Scattered_Clounds	0	0	Winter
113	1/8/2015 18:00	2110	8.5	5.5	0.735	22.5	Clear	0	0	Winter
114	1/8/2015 19:00	1239	8	5	0.735	20.5	Clear	0	0	Winter
115	1/8/2015 20:00	752	8	5	0.76	17	Clear	0	0	Winter
116	1/8/2015 21:00	457	8	4.5	0.76	20.5	Clear	0	0	Winter
117	1/8/2015 22:00	423	8.5	5.5	0.735	21	Clear	0	0	Winter
118	1/8/2015 23:00	267	9	5.5	0.76	27	Scattered_Clounds	0	0	Winter
119	1/9/2015 0:00	147	10	7	0.71	28	Scattered_Clounds	0	0	Winter
120	1/9/2015 1:00	60	10	7	0.735	30	Rain	0	0	Winter
121	1/9/2015 2:00	65	10	6.5	0.79	29.5	Rain	0	0	Winter
122	1/9/2015 3:00	42	11	11	0.795	29	Broken_Clound	0	0	Winter
123	1/9/2015 4:00	47	11	11	0.85	33	Broken_Clound	0	0	Winter
124	1/9/2015 5:00	85	11.5	11.5	0.85	33	Broken_Clound	0	0	Winter
125	1/9/2015 6:00	441	12	12	0.82	32.5	Broken_Clound	0	0	Winter
126	1/9/2015 7:00	1593	12	12	0.82	31.5	Broken_Clound	0	0	Winter
127	1/9/2015 8:00	3505	12	12	0.795	25	Scattered_Clounds	0	0	Winter
128	1/9/2015 9:00	1768	12	12	0.745	30	Scattered_Clounds	0	0	Winter
129	1/9/2015 10:00	799	12.5	12.5	0.695	29.5	Clear	0	0	Winter
130	1/9/2015 11:00	806	13	13	0.67	28	Clear	0	0	Winter
131	1/9/2015 12:00	1052	13	13	0.67	26	Clear	0	0	Winter
132	1/9/2015 13:00	1078	13	13	0.63	30	Clear	0	0	Winter
133	1/9/2015 14:00	976	13	13	0.63	26	Scattered_Clounds	0	0	Winter
134	1/9/2015 15:00	912	13.5	13.5	0.675	33.5	Rain	0	0	Winter
135	1/9/2015 16:00	1229	13	13	0.795	37	Rain	0	0	Winter
136	1/9/2015 17:00	2409	13.5	13.5	0.85	35	Rain	0	0	Winter
137	1/9/2015 18:00	1983	15	15	0.82	36	Rain	0	0	Winter
138	1/9/2015 19:00	1094	15.5	15.5	0.77	41	Rain	0	0	Winter
139	1/9/2015 20:00	686	15	15	0.72	44	Broken_Clound	0	0	Winter
140	1/9/2015 21:00	443	15	15	0.68	41	Broken_Clound	0	0	Winter
141	1/9/2015 22:00	464	15	15	0.68	40	Broken_Clound	0	0	Winter
142	1/9/2015 23:00	420	14	14	0.77	41.5	Cloudy	0	0	Winter
143	1/10/2015 0:00	392	14	14	0.77	39	Cloudy	0	1	Winter
144	1/10/2015 1:00	277	14	14	0.77	40	Cloudy	0	1	Winter
145	1/10/2015 2:00	189	14	14	0.72	40.5	Broken_Clound	0	1	Winter
146	1/10/2015 3:00	153	13	13	0.77	41	Broken_Clound	0	1	Winter
147	1/10/2015 4:00	90	13	13	0.77	36	Broken_Clound	0	1	Winter
148	1/10/2015 5:00	52	13	13	0.77	35	Broken_Clound	0	1	Winter
149	1/10/2015 6:00	69	13	13	0.82	35	Rain	0	1	Winter
150	1/10/2015 7:00	143	13	13	0.795	35	Broken_Clound	0	1	Winter
151	1/10/2015 8:00	321	14	14	0.745	40	Broken_Clound	0	1	Winter
152	1/10/2015 9:00	619	14	14	0.77	48	Broken_Clound	0	1	Winter
153	1/10/2015 10:00	757	14	14	0.745	41	Rain	0	1	Winter
154	1/10/2015 11:00	800	11.5	11.5	0.675	42.5	Broken_Clound	0	1	Winter
155	1/10/2015 12:00	1191	11.5	11.5	0.58	41.5	Scattered_Clounds	0	1	Winter
156	1/10/2015 13:00	1395	10.5	8.5	0.54	38	Broken_Clound	0	1	Winter
157	1/10/2015 14:00	1358	9	4.5	0.54	42.5	Broken_Clound	0	1	Winter
158	1/10/2015 15:00	1436	9	5	0.48	35	Scattered_Clounds	0	1	Winter
159	1/10/2015 16:00	1270	8	4	0.515	27	Clear	0	1	Winter
160	1/10/2015 17:00	1054	8	4	0.515	29	Scattered_Clounds	0	1	Winter
161	1/10/2015 18:00	849	7	3	0.55	26	Clear	0	1	Winter
162	1/10/2015 19:00	720	6	2	0.57	26	Clear	0	1	Winter
163	1/10/2015 20:00	556	6	2	0.57	25	Clear	0	1	Winter
164	1/10/2015 21:00	349	6	2	0.57	21	Clear	0	1	Winter
165	1/10/2015 22:00	335	5	1	0.66	20	Clear	0	1	Winter
166	1/10/2015 23:00	334	5	1	0.66	19.5	Clear	0	1	Winter
167	1/11/2015 0:00	360	4.5	0.5	0.725	22	Clear	0	1	Winter
168	1/11/2015 1:00	255	4	-0.5	0.75	22	Clear	0	1	Winter
169	1/11/2015 2:00	198	4	-0.5	0.75	23	Clear	0	1	Winter
170	1/11/2015 3:00	135	4	-1	0.75	27	Scattered_Clounds	0	1	Winter
171	1/11/2015 4:00	74	4	-1	0.725	28	Clear	0	1	Winter
172	1/11/2015 5:00	57	4	-1	0.7	27	Clear	0	1	Winter
173	1/11/2015 6:00	67	4.5	0	0.68	24	Clear	0	1	Winter
174	1/11/2015 7:00	93	5	1	0.66	24	Clear	0	1	Winter
175	1/11/2015 8:00	241	5	0	0.66	29.5	Clear	0	1	Winter
176	1/11/2015 9:00	538	5.5	0.5	0.635	29	Clear	0	1	Winter
177	1/11/2015 10:00	922	6.5	2	0.61	30	Clear	0	1	Winter
178	1/11/2015 11:00	1248	7.5	3.5	0.59	27	Clear	0	1	Winter
179	1/11/2015 12:00	1555	8.5	4.5	0.555	27	Clear	0	1	Winter
180	1/11/2015 13:00	1813	9	5	0.56	28	Scattered_Clounds	0	1	Winter
181	1/11/2015 14:00	1639	9	5	0.6	28	Scattered_Clounds	0	1	Winter
182	1/11/2015 15:00	1464	8.5	5	0.64	26	Broken_Clound	0	1	Winter
183	1/11/2015 16:00	1097	8	4.5	0.66	23	Broken_Clound	0	1	Winter
184	1/11/2015 17:00	827	8	5	0.71	20.5	Rain	0	1	Winter
185	1/11/2015 18:00	519	8	4	0.735	25	Rain	0	1	Winter
186	1/11/2015 19:00	493	8	4	0.735	24	Broken_Clound	0	1	Winter
187	1/11/2015 20:00	315	8	4.5	0.71	26	Rain	0	1	Winter
188	1/11/2015 21:00	260	8	4	0.71	30	Rain	0	1	Winter
189	1/11/2015 22:00	237	9	5	0.66	37	Rain	0	1	Winter
190	1/11/2015 23:00	168	9	5	0.71	30.5	Broken_Clound	0	1	Winter
191	1/12/2015 0:00	117	9	5	0.685	29	Scattered_Clounds	0	0	Winter
192	1/12/2015 1:00	45	10	6	0.6	34	Cloudy	0	0	Winter
193	1/12/2015 2:00	29	10	7	0.645	30	Cloudy	0	0	Winter
194	1/12/2015 3:00	36	10	6.5	0.67	30.5	Broken_Clound	0	0	Winter
195	1/12/2015 4:00	26	10	6.5	0.67	33.5	Broken_Clound	0	0	Winter
196	1/12/2015 5:00	86	10	6	0.67	35	Broken_Clound	0	0	Winter
197	1/12/2015 6:00	433	10	6	0.735	31	Rain	0	0	Winter
198	1/12/2015 7:00	1541	10	7	0.76	30	Rain	0	0	Winter
199	1/12/2015 8:00	3418	10	6	0.76	31	Broken_Clound	0	0	Winter
200	1/12/2015 9:00	1832	11.5	11.5	0.67	32.5	Broken_Clound	0	0	Winter
201	1/12/2015 10:00	723	12	12	0.67	33	Broken_Clound	0	0	Winter
202	1/12/2015 11:00	654	12	12	0.745	39	Broken_Clound	0	0	Winter
203	1/12/2015 12:00	700	12	12	0.795	29.5	Broken_Clound	0	0	Winter
204	1/12/2015 13:00	631	12	12	0.795	29.5	Broken_Clound	0	0	Winter
205	1/12/2015 14:00	520	12.5	12.5	0.77	33	Rain	0	0	Winter
206	1/12/2015 15:00	374	12	12	0.82	25	Rain	0	0	Winter
207	1/12/2015 16:00	669	12	12	0.82	22.5	Rain	0	0	Winter
208	1/12/2015 17:00	1510	11.5	11.5	0.88	22	Rain	0	0	Winter
209	1/12/2015 18:00	1186	11	11	0.94	22	Rain	0	0	Winter
210	1/12/2015 19:00	1136	11.5	11.5	0.85	22	Rain	0	0	Winter
211	1/12/2015 20:00	753	12	12	0.82	20	Cloudy	0	0	Winter
212	1/12/2015 21:00	510	12	12	0.85	18.5	Rain	0	0	Winter
213	1/12/2015 22:00	184	12	12	0.88	21	Rain	0	0	Winter
214	1/12/2015 23:00	86	12	12	0.88	23	Rain	0	0	Winter
215	1/13/2015 0:00	64	12	12	0.88	25	Rain	0	0	Winter
216	1/13/2015 1:00	29	12	12	0.88	30	Rain	0	0	Winter
217	1/13/2015 2:00	21	11.5	11.5	0.88	24.5	Rain	0	0	Winter
218	1/13/2015 3:00	13	11	11	0.85	19	Rain	0	0	Winter
219	1/13/2015 4:00	33	11	11	0.82	21	Rain	0	0	Winter
220	1/13/2015 5:00	113	10.5	9	0.795	21	Rain	0	0	Winter
221	1/13/2015 6:00	600	10	7.5	0.82	20.5	Scattered_Clounds	0	0	Winter
222	1/13/2015 7:00	1584	9.5	6.5	0.79	21	Rain	0	0	Winter
223	1/13/2015 8:00	3960	9	6.5	0.71	16	Scattered_Clounds	0	0	Winter
224	1/13/2015 9:00	2090	9	6	0.71	18	Scattered_Clounds	0	0	Winter
225	1/13/2015 10:00	960	9	6.5	0.71	17.5	Clear	0	0	Winter
226	1/13/2015 11:00	866	9	6	0.685	18	Scattered_Clounds	0	0	Winter
227	1/13/2015 12:00	1019	9.5	6.5	0.64	20.5	Rain	0	0	Winter
228	1/13/2015 13:00	719	9	5.5	0.735	27.5	Rain	0	0	Winter
229	1/13/2015 14:00	811	8.5	4.5	0.71	29	Rain	0	0	Winter
230	1/13/2015 15:00	883	8	4.5	0.735	21.5	Scattered_Clounds	0	0	Winter
231	1/13/2015 16:00	1391	7.5	4	0.685	23	Scattered_Clounds	0	0	Winter
232	1/13/2015 17:00	2886	7	3	0.71	22	Scattered_Clounds	0	0	Winter
233	1/13/2015 18:00	2659	7	4.5	0.71	14	Rain	0	0	Winter
234	1/13/2015 19:00	1548	6	2.5	0.76	19.5	Rain	0	0	Winter
235	1/13/2015 20:00	947	5.5	1.5	0.76	21	Scattered_Clounds	0	0	Winter
236	1/13/2015 21:00	660	5	1	0.76	23	Scattered_Clounds	0	0	Winter
237	1/13/2015 22:00	501	5	2	0.76	17	Clear	0	0	Winter
238	1/13/2015 23:00	340	5	1	0.7	19.5	Clear	0	0	Winter
239	1/14/2015 0:00	168	5	0.5	0.66	26	Clear	0	0	Winter
240	1/14/2015 1:00	79	5	0	0.66	30	Clear	0	0	Winter
241	1/14/2015 2:00	60	5	0.5	0.66	24	Clear	0	0	Winter
242	1/14/2015 3:00	54	4.5	0.5	0.725	21	Clear	0	0	Winter
243	1/14/2015 4:00	44	4.5	1.5	0.725	14	Clear	0	0	Winter
244	1/14/2015 5:00	93	5	1.5	0.7	17.5	Clear	0	0	Winter
245	1/14/2015 6:00	560	5	1	0.7	23	Broken_Clound	0	0	Winter
246	1/14/2015 7:00	1820	4.5	-1	0.68	30.5	Scattered_Clounds	0	0	Winter
247	1/14/2015 8:00	3904	4	-1	0.7	26	Scattered_Clounds	0	0	Winter
248	1/14/2015 9:00	2064	4.5	-0.5	0.68	29	Scattered_Clounds	0	0	Winter
249	1/14/2015 10:00	841	5	0	0.7	30.5	Scattered_Clounds	0	0	Winter
250	1/14/2015 11:00	732	5.5	1	0.655	27	Scattered_Clounds	0	0	Winter
251	1/14/2015 12:00	1013	6.5	2.5	0.59	27	Scattered_Clounds	0	0	Winter
252	1/14/2015 13:00	1066	7	3	0.57	24	Scattered_Clounds	0	0	Winter
253	1/14/2015 14:00	913	7	3.5	0.55	22	Scattered_Clounds	0	0	Winter
254	1/14/2015 15:00	969	7	4	0.55	18	Clear	0	0	Winter
255	1/14/2015 16:00	1365	7	4.5	0.59	16	Clear	0	0	Winter
256	1/14/2015 17:00	2638	7.5	4.5	0.64	16	Scattered_Clounds	0	0	Winter
257	1/14/2015 18:00	1974	8	4.5	0.71	21.5	Scattered_Clounds	0	0	Winter
258	1/14/2015 19:00	1254	9	5.5	0.71	27	Broken_Clound	0	0	Winter
259	1/14/2015 20:00	885	10	6	0.69	31	Broken_Clound	0	0	Winter
260	1/14/2015 21:00	537	10	6	0.71	38	Rain	0	0	Winter
261	1/14/2015 22:00	344	9.5	5.5	0.765	39	Rain	0	0	Winter
262	1/14/2015 23:00	188	10	6	0.79	40	Snow	0	0	Winter
263	1/15/2015 0:00	91	10	6	0.82	40	Rain	0	0	Winter
264	1/15/2015 1:00	66	11	11	0.795	40	Snow	0	0	Winter
265	1/15/2015 2:00	25	11	11	0.82	44.5	Snow	0	0	Winter
266	1/15/2015 3:00	23	11.5	11.5	0.795	45	Rain	0	0	Winter
267	1/15/2015 4:00	23	11	11	0.77	37	Snow	0	0	Winter
268	1/15/2015 5:00	62	10	6.5	0.79	31.5	Rain	0	0	Winter
269	1/15/2015 6:00	481	9.5	5.5	0.735	29.5	Rain	0	0	Winter
270	1/15/2015 7:00	1692	9	6	0.735	23	Scattered_Clounds	0	0	Winter
271	1/15/2015 8:00	3673	9	6	0.66	21	Clear	0	0	Winter
272	1/15/2015 9:00	1941	9	6	0.735	19.5	Scattered_Clounds	0	0	Winter
273	1/15/2015 10:00	844	9	6	0.76	21	Scattered_Clounds	0	0	Winter
274	1/15/2015 11:00	729	9	6	0.66	26	Scattered_Clounds	0	0	Winter
275	1/15/2015 12:00	835	8.5	5	0.71	25	Rain	0	0	Winter
276	1/15/2015 13:00	1005	9	5	0.64	32.5	Scattered_Clounds	0	0	Winter
277	1/15/2015 14:00	828	9	5	0.6	30.5	Scattered_Clounds	0	0	Winter
278	1/15/2015 15:00	912	9	5	0.52	36	Scattered_Clounds	0	0	Winter
279	1/15/2015 16:00	1249	8	4	0.53	29	Scattered_Clounds	0	0	Winter
280	1/15/2015 17:00	2524	7.5	3.5	0.55	29.5	Scattered_Clounds	0	0	Winter
281	1/15/2015 18:00	2480	7	3	0.57	29.5	Scattered_Clounds	0	0	Winter
282	1/15/2015 19:00	1353	8	4	0.515	29.5	Scattered_Clounds	0	0	Winter
283	1/15/2015 20:00	810	7	2	0.51	34	Scattered_Clounds	0	0	Winter
284	1/15/2015 21:00	591	6.5	1.5	0.57	32	Clear	0	0	Winter
285	1/15/2015 22:00	430	6.5	1.5	0.59	33	Scattered_Clounds	0	0	Winter
286	1/15/2015 23:00	301	7	3	0.57	29.5	Clear	0	0	Winter
287	1/16/2015 0:00	208	7	3	0.53	31	Clear	0	0	Winter
288	1/16/2015 1:00	117	7	3	0.53	27.5	Clear	0	0	Winter
289	1/16/2015 2:00	71	6.5	2.5	0.59	22	Clear	0	0	Winter
290	1/16/2015 3:00	59	6.5	2.5	0.59	25	Clear	0	0	Winter
291	1/16/2015 4:00	46	6.5	3	0.55	20.5	Clear	0	0	Winter
292	1/16/2015 5:00	88	6.5	3	0.55	20.5	Clear	0	0	Winter
293	1/16/2015 6:00	471	7	4	0.55	18.5	Clear	0	0	Winter
294	1/16/2015 7:00	1648	7	4.5	0.59	15	Rain	0	0	Winter
295	1/16/2015 8:00	3546	7	4.5	0.61	15	Broken_Clound	0	0	Winter
296	1/16/2015 9:00	1980	6	3	0.71	13	Scattered_Clounds	0	0	Winter
297	1/16/2015 10:00	878	6.5	3.5	0.685	17	Scattered_Clounds	0	0	Winter
298	1/16/2015 11:00	795	6	2.5	0.76	19.5	Scattered_Clounds	0	0	Winter
299	1/16/2015 12:00	994	6	3	0.735	17	Scattered_Clounds	0	0	Winter
300	1/16/2015 13:00	1122	7	4	0.685	15	Scattered_Clounds	0	0	Winter
301	1/16/2015 14:00	941	7	4.5	0.66	15	Scattered_Clounds	0	0	Winter
302	1/16/2015 15:00	1104	7	4	0.66	15	Scattered_Clounds	0	0	Winter
303	1/16/2015 16:00	1149	6	2	0.685	23.5	Rain	0	0	Winter
304	1/16/2015 17:00	2348	5.5	2.5	0.76	14	Scattered_Clounds	0	0	Winter
305	1/16/2015 18:00	2002	5	1.5	0.73	16	Broken_Clound	0	0	Winter
306	1/16/2015 19:00	1183	4	1	0.725	12	Clear	0	0	Winter
307	1/16/2015 20:00	693	4	2	0.725	9	Clear	0	0	Winter
308	1/16/2015 21:00	473	3	0	0.75	11	Clear	0	0	Winter
309	1/16/2015 22:00	386	2.5	-1.5	0.725	15	Clear	0	0	Winter
310	1/16/2015 23:00	361	2.5	-1	0.81	12	Clear	0	0	Winter
311	1/17/2015 0:00	328	2	-2	0.81	13	Clear	0	1	Winter
312	1/17/2015 1:00	220	2	-1.5	0.81	12	Clear	0	1	Winter
313	1/17/2015 2:00	199	1	-3	0.81	14	Clear	0	1	Winter
314	1/17/2015 3:00	144	1	-3	0.81	15	Clear	0	1	Winter
315	1/17/2015 4:00	76	1	-2	0.81	10	Clear	0	1	Winter
316	1/17/2015 5:00	68	0.5	-2.5	0.775	8	Clear	0	1	Winter
317	1/17/2015 6:00	70	0.5	-3	0.775	10	Clear	0	1	Winter
318	1/17/2015 7:00	154	1.5	-2.5	0.725	16	Clear	0	1	Winter
319	1/17/2015 8:00	350	2.5	-1.5	0.675	15	Clear	0	1	Winter
320	1/17/2015 9:00	682	3.5	-0.5	0.65	16	Clear	0	1	Winter
321	1/17/2015 10:00	784	4	0	0.7	21	Rain	0	1	Winter
322	1/17/2015 11:00	998	5	1.5	0.73	18.5	Rain	0	1	Winter
323	1/17/2015 12:00	1360	6.5	3.5	0.735	17	Scattered_Clounds	0	1	Winter
324	1/17/2015 13:00	1421	6	2.5	0.735	20.5	Scattered_Clounds	0	1	Winter
325	1/17/2015 14:00	1531	7	4	0.66	17	Scattered_Clounds	0	1	Winter
326	1/17/2015 15:00	1527	6	3	0.71	18	Clear	0	1	Winter
327	1/17/2015 16:00	1257	6	3	0.71	15	Clear	0	1	Winter
328	1/17/2015 17:00	997	5	2.5	0.76	10	Clear	0	1	Winter
329	1/17/2015 18:00	765	5	2	0.76	13	Clear	0	1	Winter
330	1/17/2015 19:00	719	5	2	0.76	12	Clear	0	1	Winter
331	1/17/2015 20:00	525	5	3	0.81	9	Clear	0	1	Winter
332	1/17/2015 21:00	415	5	2.5	0.76	10	Clear	0	1	Winter
333	1/17/2015 22:00	328	5	3	0.76	7	Scattered_Clounds	0	1	Winter
334	1/17/2015 23:00	350	5	2.5	0.785	9	Rain	0	1	Winter
